epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,4396.62,0.01482,0.35362,0.39149,0.67239,0.45155,0.48769,0.19902,0.0463,1.47174,0.89018,4.38225e-05,4.38225e-05,4.38225e-05
185,4420.32,0.0151,0.3682,0.39616,0.65413,0.45333,0.48774,0.19491,0.04605,1.50238,0.88294,4.15483e-05,4.15483e-05,4.15483e-05
186,4444.04,0.01449,0.34718,0.38739,0.6693,0.44,0.48033,0.19833,0.04585,1.50829,0.88319,3.92741e-05,3.92741e-05,3.92741e-05
187,4467.66,0.01446,0.35072,0.38994,0.69256,0.43333,0.48415,0.20223,0.04554,1.51367,0.88065,3.69999e-05,3.69999e-05,3.69999e-05
188,4491.43,0.01429,0.34769,0.39149,0.70436,0.44,0.48437,0.20042,0.04536,1.51014,0.87909,3.47257e-05,3.47257e-05,3.47257e-05
189,4515.26,0.01501,0.34988,0.39983,0.68868,0.44667,0.48332,0.20405,0.04507,1.48357,0.8744,3.24515e-05,3.24515e-05,3.24515e-05
190,4539.01,0.01483,0.35706,0.39201,0.69499,0.44,0.48462,0.20574,0.04515,1.48557,0.87439,3.01773e-05,3.01773e-05,3.01773e-05
191,4590.36,0.01325,0.3053,0.37819,0.66801,0.46,0.49229,0.20455,0.04559,1.48013,0.87993,2.79031e-05,2.79031e-05,2.79031e-05
192,4615.09,0.01207,0.28918,0.37703,0.67375,0.46,0.48886,0.20318,0.04586,1.49923,0.88289,2.56289e-05,2.56289e-05,2.56289e-05
193,4638.05,0.01224,0.29157,0.37742,0.66498,0.44667,0.48604,0.20146,0.04607,1.51803,0.8828,2.33548e-05,2.33548e-05,2.33548e-05
194,4661.2,0.0123,0.29426,0.37472,0.65823,0.45333,0.49948,0.20271,0.04605,1.52275,0.8835,2.10806e-05,2.10806e-05,2.10806e-05
195,4684.35,0.01245,0.29643,0.37382,0.65732,0.44667,0.48657,0.20065,0.04607,1.53477,0.88565,1.88064e-05,1.88064e-05,1.88064e-05
196,4707.59,0.0119,0.2815,0.37352,0.67504,0.46,0.49249,0.20473,0.04605,1.53075,0.88649,1.65322e-05,1.65322e-05,1.65322e-05
197,4730.82,0.01286,0.29561,0.37717,0.67905,0.46,0.49118,0.20283,0.04589,1.52797,0.88617,1.4258e-05,1.4258e-05,1.4258e-05
198,4754.23,0.01264,0.3034,0.3792,0.6884,0.46,0.48643,0.20229,0.04568,1.52026,0.88394,1.19838e-05,1.19838e-05,1.19838e-05
199,4777.51,0.01263,0.29702,0.37814,0.68901,0.45789,0.49289,0.20476,0.04569,1.52212,0.88396,9.70959e-06,9.70959e-06,9.70959e-06
200,4800.78,0.01238,0.29444,0.37267,0.69901,0.46449,0.50058,0.20497,0.04576,1.52373,0.88464,7.43539e-06,7.43539e-06,7.43539e-06
